global_task_id,station_name,local_task_id,data_size_byte,compute_density_FLOPs_per_byte,delay_sensitivity,memory_usage_byte,deadline_second,sampling_rate_Hz,task_type,priority,dependency_task_id
818,M94,8,1577496.73,0.000194,2.8088,1674394.12,1615.16,200.0,denoising,low,6.0
819,M94,9,964638.76,0.000218,2.5973,1024910.4,1546.45,200.0,denoising,low,
820,M93,0,2007836.17,7.8e-05,1.2736,2527357.62,1595.31,200.0,denoising,low,
821,M93,1,1580295.24,9e-05,1.1734,2353350.95,893.83,200.0,signal_enhancement,low,
822,M93,2,1889988.63,4.2e-05,1.5783,3694601.17,2098.78,200.0,signal_enhancement,low,
823,M93,3,1688929.57,6.5e-05,1.6099,1611915.32,855.84,200.0,signal_enhancement,low,
824,M93,4,1599217.1,9.2e-05,0.9584,830591.88,1255.3,200.0,signal_enhancement,low,
825,M93,5,1291785.53,5.4e-05,0.8354,2143825.99,1860.59,200.0,signal_enhancement,low,
826,M93,6,2085101.15,8.3e-05,0.1524,1730356.28,1512.19,200.0,denoising,medium,
827,M93,7,1242139.27,9e-05,1.0634,1246897.38,1782.62,200.0,denoising,low,0.0
828,M93,8,1663801.01,6.1e-05,0.6034,2776569.07,1757.03,200.0,denoising,low,
829,M93,9,1644560.68,0.000109,1.5009,1775565.92,631.43,200.0,denoising,low,
830,M88,0,503065.98,0.000141,1.8004,2261399.56,819.11,200.0,denoising,low,
831,M88,1,1584965.38,0.000146,1.451,1697819.9,1413.4,200.0,denoising,low,
832,M88,2,1487617.7,7.5e-05,1.2734,1961544.15,1807.54,200.0,denoising,low,
833,M88,3,1678923.9,0.000136,1.0911,2057038.2,2076.95,200.0,denoising,low,
834,M88,4,629949.31,0.000148,1.0177,1677264.82,2146.13,200.0,signal_enhancement,low,
835,M88,5,963274.36,0.000227,0.9188,1430689.66,1172.23,200.0,denoising,low,
836,M88,6,1435201.3,0.000123,1.0579,1744629.16,1353.43,200.0,denoising,low,
837,M88,7,1638607.04,0.000117,1.1097,2388418.5,1657.57,200.0,signal_enhancement,low,
838,M88,8,2248838.5,0.000125,0.7398,510897.41,1397.4,200.0,signal_enhancement,low,
839,M88,9,1976539.93,0.00015,1.1022,673651.96,2188.73,200.0,denoising,low,
840,M93,0,1761374.15,3.2e-05,1.0231,1874407.62,1208.03,200.0,denoising,low,
841,M93,1,2013822.15,3e-05,2.1819,922505.09,1830.63,200.0,signal_enhancement,low,
842,M93,2,2497234.0,4.6e-05,1.7782,1465788.87,2017.13,200.0,signal_enhancement,low,
843,M93,3,940355.57,5.2e-05,1.9799,2064406.78,2493.07,200.0,signal_enhancement,low,
844,M93,4,306071.99,4.1e-05,1.4297,2776299.85,1228.2,200.0,denoising,low,
845,M93,5,2168179.71,3.2e-05,1.7661,2568077.71,1330.69,200.0,denoising,low,
846,M93,6,1997540.42,3.6e-05,0.9103,2575800.7,2840.23,200.0,denoising,low,5.0
847,M93,7,2248025.24,2.5e-05,0.7788,3260805.41,1505.44,200.0,signal_enhancement,low,
848,M93,8,1943954.88,3.6e-05,1.8785,2761364.13,1850.92,200.0,signal_enhancement,low,4.0
849,M93,9,1878171.09,4e-05,2.2378,3592335.41,2359.47,200.0,denoising,low,
850,M90,0,1479696.13,0.001146,2.0408,2522479.97,1847.0,200.0,signal_enhancement,low,
851,M90,1,2188789.27,0.001102,1.9357,2029209.19,2460.12,200.0,signal_enhancement,low,
852,M90,2,2013220.78,0.00068,1.0126,1613766.38,1497.51,200.0,signal_enhancement,low,
853,M90,3,2067055.08,0.001786,1.2537,2260483.69,1825.95,200.0,denoising,low,
854,M90,4,995286.93,0.000957,2.1043,535519.58,2433.11,200.0,denoising,low,
855,M90,5,1390048.84,0.001132,1.5933,2805155.1,1589.37,200.0,signal_enhancement,low,
856,M90,6,1486153.35,0.001183,1.6725,2692498.69,2089.84,200.0,denoising,low,
857,M90,7,1852231.94,0.001282,2.0935,1735297.39,1528.29,200.0,signal_enhancement,low,
858,M90,8,2409557.97,0.000329,1.7795,2405612.63,2413.78,200.0,denoising,low,0.0
859,M90,9,1898599.21,0.001312,1.5848,2451371.4,1349.96,200.0,signal_enhancement,low,
860,M88,0,2937841.2,0.000184,1.4875,1927848.73,1363.83,200.0,signal_enhancement,low,
861,M88,1,1556809.0,0.00018,1.5508,1792131.07,1617.14,200.0,signal_enhancement,low,0.0
862,M88,2,1435228.5,0.000184,2.2679,2744325.32,2917.36,200.0,signal_enhancement,low,
863,M88,3,1575079.89,8.9e-05,1.6684,1235746.16,1892.47,200.0,denoising,low,
864,M88,4,2481565.75,0.00019,1.8751,1616601.41,1384.81,200.0,denoising,low,
865,M88,5,2998205.81,9.8e-05,0.7925,1999310.73,618.17,200.0,denoising,low,0.0
866,M88,6,2327848.58,0.000114,1.6365,2247415.24,2427.76,200.0,signal_enhancement,low,
867,M88,7,1944286.55,0.00025,2.0965,2095712.49,1384.41,200.0,signal_enhancement,low,
868,M88,8,1487400.46,0.00013,2.1739,1952394.42,1965.85,200.0,denoising,low,0.0
869,M88,9,1866463.4,0.000107,1.8608,2557078.44,2686.84,200.0,signal_enhancement,low,
870,M88,0,2102548.26,2.4e-05,2.4207,2373445.65,1823.15,200.0,denoising,low,
871,M88,1,1873918.42,2.4e-05,2.3893,1635119.86,10.0,200.0,denoising,low,
872,M88,2,2100032.49,2.9e-05,2.226,2813916.56,1493.2,200.0,denoising,low,
873,M88,3,1050422.9,4e-05,2.3871,1688366.22,735.27,200.0,signal_enhancement,low,
874,M88,4,1562058.21,1.4e-05,1.6432,2708567.63,1825.83,200.0,signal_enhancement,low,
875,M88,5,1789844.73,2.2e-05,2.3332,2857531.76,2024.37,200.0,signal_enhancement,low,
876,M88,6,1351247.47,3.1e-05,2.759,921218.44,1881.86,200.0,signal_enhancement,low,
877,M88,7,1331454.85,1.8e-05,1.6701,1726710.75,1080.54,200.0,signal_enhancement,low,
878,M88,8,1563474.24,2.7e-05,1.2759,1800163.69,2053.03,200.0,denoising,low,7.0
879,M88,9,2101601.63,1.7e-05,2.2812,2234697.29,2132.16,200.0,signal_enhancement,low,
880,M88,0,1392652.46,1.8e-05,2.0401,2133201.17,2045.88,200.0,denoising,low,
881,M88,1,2038676.2,1.9e-05,1.2603,1779425.7,1856.43,200.0,signal_enhancement,low,
882,M88,2,1272447.35,2.8e-05,1.5739,1519891.78,1292.4,200.0,signal_enhancement,low,
883,M88,3,1934601.59,1.8e-05,2.7979,1880073.34,2513.54,200.0,signal_enhancement,low,
884,M88,4,1290860.11,2.1e-05,2.2923,1824303.38,1432.05,200.0,denoising,low,
885,M88,5,2631025.34,1.9e-05,2.2687,2204723.55,1515.94,200.0,signal_enhancement,low,
886,M88,6,959537.17,1e-05,2.1796,1922205.81,1767.24,200.0,denoising,low,
887,M88,7,1832607.93,1.6e-05,2.528,2059289.81,1157.47,200.0,signal_enhancement,low,
888,M88,8,2372111.1,3.4e-05,2.0882,2289412.66,1888.93,200.0,denoising,low,
889,M88,9,2788351.46,1.7e-05,1.5494,2006462.02,1827.22,200.0,signal_enhancement,low,3.0
890,M94,0,1290598.42,1.6e-05,1.4315,2034087.37,651.3,200.0,denoising,low,
891,M94,1,1370512.75,1.9e-05,1.4663,1772166.17,1589.09,200.0,denoising,low,
892,M94,2,1409783.6,1.9e-05,2.607,1729131.22,1234.36,200.0,denoising,low,
893,M94,3,1879985.46,1.9e-05,1.4592,2109385.46,1030.0,200.0,denoising,low,1.0
894,M94,4,2000344.7,1e-05,1.3739,991925.22,1955.66,200.0,signal_enhancement,low,
895,M94,5,2249232.86,2.1e-05,2.0174,2863518.98,933.67,200.0,signal_enhancement,low,
896,M94,6,1702639.06,1.3e-05,3.0067,3696458.78,1533.74,200.0,denoising,low,
897,M94,7,2687374.64,8e-06,2.8033,1985232.65,1807.4,200.0,denoising,low,
898,M94,8,422216.82,1.5e-05,3.1046,1076982.55,1921.64,200.0,signal_enhancement,low,
899,M94,9,2118246.87,1.9e-05,1.0822,2130867.3,1229.11,200.0,signal_enhancement,low,
900,M88,0,1049142.16,2.2e-05,2.1316,2284000.83,3135.82,200.0,denoising,low,
901,M88,1,1846359.49,2.3e-05,2.1524,3125052.23,1960.53,200.0,denoising,low,
902,M88,2,2026085.49,2e-05,1.8072,2297485.95,1585.13,200.0,denoising,low,
903,M88,3,2026636.06,2.3e-05,1.6344,1808279.01,842.91,200.0,denoising,low,
904,M88,4,1349200.36,2.2e-05,2.7946,2207074.88,2145.41,200.0,signal_enhancement,low,
905,M88,5,1359230.78,1.9e-05,3.1996,1403644.42,1448.95,200.0,signal_enhancement,low,
906,M88,6,1478166.42,1.1e-05,1.3544,3529821.77,1882.48,200.0,signal_enhancement,low,
907,M88,7,1777657.82,2.8e-05,2.6179,2512836.3,1139.12,200.0,denoising,low,
908,M88,8,1102466.37,8e-06,1.9311,2163076.37,2522.28,200.0,signal_enhancement,low,
909,M88,9,1958386.74,3e-05,2.9135,439042.16,2036.08,200.0,denoising,low,
910,M94,0,2600799.12,2.3e-05,1.849,1974438.17,2123.16,200.0,denoising,low,
911,M94,1,1256241.38,1.3e-05,2.6532,2785080.87,1446.96,200.0,denoising,low,
912,M94,2,2278129.6,2.7e-05,2.2016,3690332.49,2362.27,200.0,denoising,low,
913,M94,3,2574060.28,2.9e-05,2.2439,2217991.19,1734.32,200.0,signal_enhancement,low,2.0
914,M94,4,2274441.03,1.1e-05,2.7044,1689994.68,2222.93,200.0,denoising,low,
915,M94,5,1552172.44,2.4e-05,1.6966,1913135.44,2333.76,200.0,denoising,low,
916,M94,6,3113737.87,2.4e-05,3.0292,1671109.81,2662.84,200.0,signal_enhancement,low,
917,M94,7,2840805.95,3.5e-05,2.0489,1995135.71,1415.36,200.0,denoising,low,
918,M94,8,1097653.15,3e-05,3.1319,1994903.59,2310.2,200.0,signal_enhancement,low,
919,M94,9,1340768.34,4.3e-05,2.0877,1810838.36,1557.88,200.0,denoising,low,
920,M93,0,2033110.01,0.00018,2.2964,2086865.49,238.11,200.0,signal_enhancement,low,
921,M93,1,1597273.92,0.000186,1.3979,2682151.39,1984.07,200.0,signal_enhancement,low,
922,M93,2,2349392.44,9.6e-05,1.7781,2476494.79,1950.14,200.0,signal_enhancement,low,
923,M93,3,1202683.93,9.3e-05,1.8585,1524013.91,1872.66,200.0,denoising,low,
924,M93,4,2293834.73,9.2e-05,0.5777,1998107.39,2020.8,200.0,denoising,low,
925,M93,5,1630111.82,7.3e-05,3.0877,2638001.39,1886.78,200.0,signal_enhancement,low,0.0
926,M93,6,1082515.12,0.00013,2.1623,3020028.6,2322.93,200.0,denoising,low,5.0
927,M93,7,1341804.57,0.000131,1.4831,2339219.59,1869.39,200.0,signal_enhancement,low,5.0
928,M93,8,1591622.08,8.9e-05,1.6957,3666482.27,1702.99,200.0,denoising,low,
929,M93,9,1371878.59,0.000152,1.555,2491960.35,1716.42,200.0,signal_enhancement,low,
930,M93,0,1131959.96,7.6e-05,1.8949,3396980.43,1606.79,200.0,denoising,low,
931,M93,1,2063399.67,5.9e-05,2.1571,2228497.41,2084.24,200.0,denoising,low,
932,M93,2,1068593.03,6.9e-05,2.403,1840039.52,1884.94,200.0,signal_enhancement,low,
933,M93,3,1088179.94,5.1e-05,1.2748,2745907.22,1486.1,200.0,signal_enhancement,low,
934,M93,4,1058103.09,5.7e-05,0.7854,2620669.2,1789.62,200.0,denoising,low,
935,M93,5,3035145.31,8.1e-05,2.1363,1410039.36,1489.2,200.0,signal_enhancement,low,3.0
936,M93,6,2570862.45,5.2e-05,2.2549,2231816.96,2586.61,200.0,signal_enhancement,low,
937,M93,7,1768623.96,7.2e-05,2.2041,3759891.5,2077.39,200.0,denoising,low,
938,M93,8,2270808.69,7.3e-05,1.6744,2835259.29,1928.78,200.0,signal_enhancement,low,
939,M93,9,1732521.79,8.6e-05,2.8889,1068295.45,1597.98,200.0,signal_enhancement,low,
940,M93,0,983463.24,5.4e-05,2.1752,1977430.98,1134.61,200.0,signal_enhancement,low,
941,M93,1,2474977.74,5.6e-05,0.9475,2105990.79,1998.51,200.0,signal_enhancement,low,
942,M93,2,1875372.21,3.4e-05,2.6614,2308035.71,1207.98,200.0,signal_enhancement,low,1.0
943,M93,3,1658425.0,3.8e-05,2.2751,3107385.96,1743.15,200.0,signal_enhancement,low,
944,M93,4,2052490.82,2.8e-05,2.4661,2900045.74,1959.8,200.0,signal_enhancement,low,
945,M93,5,581236.31,5.7e-05,2.312,2107183.9,2953.23,200.0,denoising,low,
946,M93,6,1094926.45,7.6e-05,0.7021,2108232.69,1800.4,200.0,signal_enhancement,low,
947,M93,7,608706.93,2.8e-05,1.6709,2600775.15,1280.1,200.0,signal_enhancement,low,
948,M93,8,2219617.2,4.9e-05,1.2795,2791005.62,1432.97,200.0,denoising,low,
949,M93,9,1226160.55,5.2e-05,1.1643,1377752.57,2482.43,200.0,denoising,low,
950,M90,0,2173381.98,8.9e-05,1.3588,2147661.74,2395.23,200.0,signal_enhancement,low,
951,M90,1,2282101.85,7.6e-05,2.3535,1927958.74,2192.76,200.0,signal_enhancement,low,
952,M90,2,2418109.57,9.4e-05,1.9146,2205286.18,1611.33,200.0,denoising,low,
953,M90,3,1704569.8,9.4e-05,1.2808,2669043.98,1413.94,200.0,signal_enhancement,low,
954,M90,4,2472122.69,0.000104,1.8116,3468239.26,1370.37,200.0,signal_enhancement,low,1.0
955,M90,5,870134.03,0.00015,0.01,1809732.45,1608.21,200.0,denoising,high,
956,M90,6,422390.99,5.6e-05,1.6328,2902075.7,2021.3,200.0,signal_enhancement,low,4.0
957,M90,7,1532999.66,6.2e-05,1.0889,2148613.79,1421.86,200.0,signal_enhancement,low,
958,M90,8,2194333.89,9.2e-05,2.7224,1622113.06,1247.93,200.0,denoising,low,
959,M90,9,1757679.88,0.000159,1.3636,2727124.74,2210.84,200.0,signal_enhancement,low,
960,M88,0,1055093.01,3e-06,1.3934,1883760.76,1206.97,200.0,signal_enhancement,low,
961,M88,1,1777268.0,2e-06,0.7503,2392941.51,2184.71,200.0,denoising,low,
962,M88,2,1262087.63,2e-06,0.807,911459.62,1799.5,200.0,signal_enhancement,low,
963,M88,3,1354687.37,2e-06,1.1354,1935453.1,1692.86,200.0,denoising,low,
964,M88,4,1391202.68,2e-06,1.9838,2598554.94,1751.37,200.0,signal_enhancement,low,
965,M88,5,1816902.55,2e-06,1.6039,1010523.45,1059.46,200.0,denoising,low,
966,M88,6,1548861.45,2e-06,1.4583,1787194.02,2062.84,200.0,denoising,low,
967,M88,7,1262023.58,2e-06,2.572,1934240.46,1243.95,200.0,signal_enhancement,low,
968,M88,8,1243908.4,1e-06,1.9042,1759946.78,1710.99,200.0,denoising,low,
969,M88,9,1781832.41,2e-06,1.002,2133407.16,1240.81,200.0,signal_enhancement,low,
970,M90,0,1436934.6,3.1e-05,1.6171,1941248.71,2580.38,200.0,signal_enhancement,low,
971,M90,1,2070374.47,3.9e-05,1.9848,1550314.13,2320.45,200.0,denoising,low,
972,M90,2,459207.57,2.5e-05,3.0634,1977228.67,1089.29,200.0,denoising,low,
973,M90,3,1548341.06,4.4e-05,2.3604,3032141.23,1584.86,200.0,signal_enhancement,low,
974,M90,4,2309012.25,4.3e-05,2.5516,2373293.73,1425.55,200.0,signal_enhancement,low,
975,M90,5,1490531.31,3.6e-05,1.8562,1314044.56,2902.9,200.0,denoising,low,
976,M90,6,1130970.28,4.2e-05,2.0225,2122224.01,2192.08,200.0,signal_enhancement,low,
977,M90,7,1345392.59,2.9e-05,1.8268,1861357.5,1748.58,200.0,denoising,low,
978,M90,8,2205899.34,7.6e-05,1.9255,1719706.81,2198.72,200.0,denoising,low,
979,M90,9,1869014.16,4.5e-05,1.4086,1791379.53,1745.87,200.0,signal_enhancement,low,
980,M90,0,1455967.21,1.3e-05,0.6073,2645313.4,2170.82,200.0,denoising,low,
981,M90,1,2253656.33,2e-05,1.2069,2408324.53,1389.47,200.0,signal_enhancement,low,
982,M90,2,855184.19,2.4e-05,2.0596,2082850.65,1775.75,200.0,denoising,low,1.0
983,M90,3,1145690.32,1.7e-05,1.7671,2109201.28,1219.9,200.0,signal_enhancement,low,
984,M90,4,1106462.71,2.4e-05,1.9615,2832179.09,1539.87,200.0,denoising,low,2.0
985,M90,5,1668377.87,1.9e-05,1.3649,2027061.66,1129.39,200.0,denoising,low,
986,M90,6,2573930.22,1.5e-05,1.4959,2290427.8,1767.37,200.0,signal_enhancement,low,
987,M90,7,1690847.34,2.4e-05,2.6517,1379640.84,1968.92,200.0,denoising,low,
988,M90,8,1293649.34,1.7e-05,1.9596,1489553.43,1893.36,200.0,signal_enhancement,low,
989,M90,9,1416367.04,2.4e-05,1.1921,1744881.25,2040.36,200.0,denoising,low,
990,M90,0,2278868.53,6.5e-05,1.1714,1937972.13,1739.49,200.0,signal_enhancement,low,
991,M90,1,1344400.74,3.2e-05,1.4412,2597495.9,1754.93,200.0,signal_enhancement,low,
992,M90,2,2101993.13,8.1e-05,0.7974,1432566.05,1601.67,200.0,denoising,low,
993,M90,3,1161598.5,7.1e-05,1.8323,2182283.04,1502.89,200.0,denoising,low,
994,M90,4,2279852.45,6.5e-05,2.1403,2320912.29,1374.55,200.0,denoising,low,
995,M90,5,1962474.93,7.8e-05,1.5153,606619.73,914.9,200.0,denoising,low,4.0
996,M90,6,1302901.51,6.3e-05,1.4129,2462195.58,1493.22,200.0,denoising,low,
997,M90,7,1776331.25,4.9e-05,2.1008,1243168.99,1191.8,200.0,denoising,low,
998,M90,8,2271227.09,6.3e-05,1.6518,2617179.18,1784.98,200.0,signal_enhancement,low,
999,M90,9,1860879.67,6.6e-05,1.9175,1525559.56,2093.79,200.0,denoising,low,
1000,M93,0,946333.05,1.4e-05,1.5213,1826416.51,1861.51,200.0,denoising,low,
1001,M93,1,1251967.5,9e-06,2.2662,1308228.45,1387.1,200.0,denoising,low,
1002,M93,2,2280178.61,6e-06,2.4252,1336420.76,1043.1,200.0,denoising,low,
1003,M93,3,1775390.92,1.5e-05,3.3389,1683276.5,2660.69,200.0,denoising,low,
1004,M93,4,2260026.19,9e-06,1.4955,1379935.8,1090.92,200.0,signal_enhancement,low,
1005,M93,5,1616720.09,7e-06,2.7301,2674300.03,2635.34,200.0,signal_enhancement,low,
1006,M93,6,1732774.59,1e-05,3.0013,3254550.02,2201.81,200.0,denoising,low,
1007,M93,7,1077961.77,9e-06,1.4446,2540778.99,975.44,200.0,signal_enhancement,low,
1008,M93,8,1665528.85,1e-05,2.4528,2084604.31,927.73,200.0,denoising,low,
1009,M93,9,1665553.13,1e-05,2.1062,1843714.12,1579.85,200.0,signal_enhancement,low,
1010,M94,0,605772.72,2.4e-05,1.5883,2823406.76,1765.05,200.0,denoising,low,
1011,M94,1,539923.44,1.3e-05,0.5955,2227332.76,1238.55,200.0,denoising,low,
1012,M94,2,1938799.05,2.2e-05,2.6211,3071858.93,3026.63,200.0,denoising,low,
1013,M94,3,1497683.79,2e-05,2.0518,1705425.31,1764.55,200.0,signal_enhancement,low,
1014,M94,4,1458248.55,2.2e-05,0.7542,2062826.5,793.99,200.0,signal_enhancement,low,
1015,M94,5,1556897.69,1.7e-05,2.3968,1776770.2,1865.08,200.0,denoising,low,
1016,M94,6,1132050.0,2.3e-05,1.3202,2124135.37,1185.07,200.0,denoising,low,
1017,M94,7,1632213.43,1.7e-05,2.7187,2498354.07,1408.95,200.0,signal_enhancement,low,
1018,M94,8,2397635.07,1e-05,2.115,2928193.82,2172.17,200.0,signal_enhancement,low,4.0
1019,M94,9,1930973.91,1.9e-05,2.6371,2422923.21,1413.39,200.0,denoising,low,1.0
1020,M88,0,1493864.99,1.3e-05,1.5354,2382552.67,1189.59,200.0,denoising,low,
1021,M88,1,1865649.26,2.7e-05,1.9609,1580966.0,1154.13,200.0,signal_enhancement,low,
1022,M88,2,1595890.18,2.2e-05,1.3323,2861768.5,526.52,200.0,denoising,low,
1023,M88,3,2620651.86,2.6e-05,1.6111,2394717.58,2824.26,200.0,signal_enhancement,low,
1024,M88,4,1092195.05,2.5e-05,2.0893,2186913.01,1591.25,200.0,signal_enhancement,low,
1025,M88,5,1282664.81,2e-05,2.6571,1828772.28,1247.95,200.0,signal_enhancement,low,
1026,M88,6,2081593.53,1.7e-05,2.5332,1874433.03,1736.96,200.0,signal_enhancement,low,
1027,M88,7,1562239.51,1.2e-05,1.8699,1009578.14,1010.95,200.0,signal_enhancement,low,4.0
1028,M88,8,1449725.38,2.7e-05,1.8226,3143316.29,2158.1,200.0,signal_enhancement,low,
1029,M88,9,1403223.71,2.9e-05,1.392,1799845.88,1850.62,200.0,signal_enhancement,low,
1030,M94,0,1426745.5,6.6e-05,1.3125,1607275.17,1766.51,200.0,signal_enhancement,low,
1031,M94,1,1148321.31,7.2e-05,1.3536,1932615.84,1380.78,200.0,denoising,low,
1032,M94,2,751402.7,7.1e-05,1.2264,3326062.83,2129.49,200.0,signal_enhancement,low,
1033,M94,3,1370101.27,4.4e-05,0.4861,1942738.04,2302.77,200.0,denoising,low,
1034,M94,4,2356875.34,7.2e-05,0.8793,1183074.55,1466.83,200.0,denoising,low,1.0
1035,M94,5,1786126.15,4e-05,0.8884,1221356.21,1457.61,200.0,denoising,low,
1036,M94,6,1493239.73,9.2e-05,0.6302,3169932.25,2325.39,200.0,signal_enhancement,low,
1037,M94,7,1248002.59,4e-05,0.7927,2544360.28,1707.54,200.0,signal_enhancement,low,
1038,M94,8,1160359.35,4.2e-05,0.8026,2072638.19,887.58,200.0,denoising,low,
1039,M94,9,1631451.3,7.9e-05,0.7555,2092163.51,1568.63,200.0,signal_enhancement,low,
1040,M93,0,1608502.63,7e-06,0.9456,2850954.84,1581.61,200.0,denoising,low,
1041,M93,1,1774901.9,7e-06,0.8927,1791283.42,1425.68,200.0,denoising,low,
1042,M93,2,2518146.54,6e-06,0.503,1934429.27,1634.82,200.0,denoising,low,
1043,M93,3,2159289.76,1.1e-05,1.3518,2568667.18,2275.68,200.0,signal_enhancement,low,
1044,M93,4,1414255.77,1.2e-05,1.2612,1904174.9,1286.88,200.0,signal_enhancement,low,
1045,M93,5,1644221.75,9e-06,1.1575,986912.59,1375.92,200.0,signal_enhancement,low,
1046,M93,6,1788779.06,7e-06,1.4824,1794683.11,1169.32,200.0,denoising,low,
1047,M93,7,1462502.66,8e-06,0.9573,2831923.13,2809.27,200.0,denoising,low,
1048,M93,8,956138.91,1e-05,1.2706,2038379.48,2305.06,200.0,denoising,low,0.0
1049,M93,9,1597658.11,6e-06,1.5598,1360411.25,1249.06,200.0,signal_enhancement,low,
1050,M93,0,1722824.82,3.1e-05,1.8325,2117902.13,707.93,200.0,signal_enhancement,low,
1051,M93,1,1524785.03,2e-05,1.9591,1953385.24,1363.09,200.0,signal_enhancement,low,0.0
1052,M93,2,1682026.75,3.9e-05,2.2786,1156859.29,1365.34,200.0,denoising,low,
1053,M93,3,1973288.54,3.9e-05,0.8835,2837872.7,1979.62,200.0,signal_enhancement,low,
1054,M93,4,2030780.88,3.4e-05,1.8616,3024874.29,1961.16,200.0,signal_enhancement,low,
1055,M93,5,1121315.04,3.5e-05,2.4834,3152002.54,2025.56,200.0,denoising,low,
1056,M93,6,1829637.61,2.1e-05,1.5205,2852426.49,2051.05,200.0,denoising,low,
1057,M93,7,1877493.63,2.9e-05,1.2134,1272311.15,2106.72,200.0,signal_enhancement,low,
1058,M93,8,1085441.27,1e-05,1.5597,2804757.29,2722.3,200.0,signal_enhancement,low,
1059,M93,9,1678142.02,3.1e-05,1.498,2317535.1,1782.0,200.0,denoising,low,
1060,M93,0,2008095.48,3.9e-05,2.3527,1162859.4,1152.83,200.0,signal_enhancement,low,
1061,M93,1,1442016.08,4.5e-05,2.0872,1386884.65,1514.52,200.0,denoising,low,
1062,M93,2,1599954.95,6.1e-05,2.7447,2199550.77,1559.03,200.0,denoising,low,
1063,M93,3,894895.53,6.8e-05,1.6909,2591719.05,1983.36,200.0,denoising,low,
1064,M93,4,1680880.16,4.4e-05,1.6586,2133164.91,1495.75,200.0,signal_enhancement,low,
1065,M93,5,1290687.1,3.5e-05,1.552,2017142.47,2119.25,200.0,denoising,low,
1066,M93,6,1005257.67,4.9e-05,1.3106,836751.26,1488.55,200.0,denoising,low,
1067,M93,7,2410904.67,4e-06,1.8,2204452.68,1931.07,200.0,signal_enhancement,low,
1068,M93,8,1747155.64,1.3e-05,2.4243,2045723.07,1785.64,200.0,signal_enhancement,low,
1069,M93,9,2065376.14,4e-05,2.1013,1267976.06,896.78,200.0,signal_enhancement,low,
1070,M90,0,1858489.27,2.5e-05,0.5441,2772922.5,1848.31,200.0,denoising,low,
1071,M90,1,1165641.83,2.8e-05,0.5883,1522200.23,1360.54,200.0,denoising,low,
1072,M90,2,1645427.73,2.2e-05,0.6402,2524246.44,2342.59,200.0,denoising,low,
1073,M90,3,1300947.56,2.7e-05,0.7927,2020170.16,701.95,200.0,denoising,low,1.0
1074,M90,4,2385419.97,1.5e-05,1.0024,1796537.31,1665.1,200.0,signal_enhancement,low,
1075,M90,5,2073164.92,1.5e-05,0.7601,1802987.47,1868.09,200.0,signal_enhancement,low,
1076,M90,6,558514.73,1.8e-05,0.6095,1495343.84,1357.05,200.0,signal_enhancement,low,
1077,M90,7,1435078.43,2.5e-05,0.6599,1863379.83,2006.4,200.0,signal_enhancement,low,5.0
1078,M90,8,1715383.29,2.7e-05,0.6269,2601933.08,1435.06,200.0,signal_enhancement,low,
1079,M90,9,1978370.02,1.4e-05,1.1244,2097853.61,2056.65,200.0,signal_enhancement,low,
1080,M90,0,1668367.96,4e-06,2.1348,2581097.5,1000.06,200.0,signal_enhancement,low,
1081,M90,1,1834962.57,5e-06,1.4895,1848858.4,1300.81,200.0,signal_enhancement,low,
1082,M90,2,1450347.44,7e-06,1.3716,1665853.94,1544.65,200.0,denoising,low,
1083,M90,3,1125468.42,6e-06,0.6911,1597404.83,1458.1,200.0,signal_enhancement,low,1.0
1084,M90,4,1538034.67,4e-06,0.9009,2300710.74,1215.69,200.0,signal_enhancement,low,
1085,M90,5,876236.84,5e-06,1.2487,1552269.57,1952.24,200.0,denoising,low,2.0
1086,M90,6,899315.18,3e-06,1.6215,812338.12,771.9,200.0,signal_enhancement,low,
1087,M90,7,1828797.72,6e-06,1.5627,2135051.64,1388.87,200.0,denoising,low,
1088,M90,8,339747.06,4e-06,1.5906,1928002.02,2342.25,200.0,signal_enhancement,low,
1089,M90,9,1669300.16,7e-06,1.8634,1920054.12,692.98,200.0,signal_enhancement,low,
1090,M93,0,1647459.15,1.6e-05,0.296,2015279.0,2374.11,200.0,signal_enhancement,low,
1091,M93,1,1458607.12,1.1e-05,0.2977,2077541.36,2005.24,200.0,signal_enhancement,low,
1092,M93,2,2700338.47,1.9e-05,0.3094,1942672.43,960.32,200.0,denoising,low,
1093,M93,3,992001.39,3e-06,0.216,2790847.6,997.02,200.0,denoising,medium,
1094,M93,4,1189811.87,1.8e-05,0.3342,1850452.52,1663.41,200.0,denoising,low,
1095,M93,5,730422.72,1.5e-05,0.3427,1878356.1,2371.48,200.0,denoising,low,
1096,M93,6,2199558.21,1.6e-05,0.2948,697599.12,1073.2,200.0,signal_enhancement,low,
1097,M93,7,1578250.13,1.4e-05,0.3088,2919043.13,1770.12,200.0,denoising,low,0.0
1098,M93,8,1965696.0,2.5e-05,0.3838,1293045.7,1800.57,200.0,denoising,low,
1099,M93,9,2521617.56,1.7e-05,0.2827,1980480.41,1464.81,200.0,signal_enhancement,low,
1100,M88,0,1195123.13,3.8e-05,2.2389,1893068.33,1966.89,200.0,signal_enhancement,low,
1101,M88,1,1523107.72,4.1e-05,3.5322,1402928.34,1868.32,200.0,signal_enhancement,low,
1102,M88,2,836310.35,4e-05,2.3559,1925409.47,1888.39,200.0,signal_enhancement,low,
